PRODUCT TITLE,CATEGORY,PRICE TYPE,   PRICE,WOOD/STAIN/UNFINISHED CABINETRY,MAPLE INTERIORS/ALL PLYWOOD CONSTRUCTION,          CUSTOMER WORDING
DRAWER SLIDES FULL EXT.  HEAVY DUTY,D - OPTIONS,  EA.,$78.00 ,,,DRAWER SLIDES FULL EXT.  HEAVY DUTY
"SELF CLOSE FULL EXT.  UP TO 22""",D - OPTIONS,EA.,$57.00 ,,,"SELF CLOSE FULL EXT.  UP TO 22"""
"SELF CLOSE FULL EXT.  UP TO 28""",D - OPTIONS,EA.,$71.00 ,,,"SELF CLOSE FULL EXT.  UP TO 28"""
UNDERMOUNT SOFT CLOSE DRAWERS,D - OPTIONS,EA., $-   ,,,UNDERMOUNT SOFT CLOSE DRAWERS
SELF CLOSE FULL EXT.  HEAVY DUTY,D - OPTIONS,EA.,$83.00 ,,,SELF CLOSE FULL EXT.  HEAVY DUTY
BLUM DRAWER SLIDES FULL EXT.  SOFT CLOSE,D - OPTIONS,  EA.,$92.00 ,,,BLUM DRAWER SLIDES FULL EXT.  SOFT CLOSE
DRAWERS W/ GLASS INSERT  (GRAIN BIN),D - OPTIONS,  EA.,$142.00 ,X,,DRAWERS W/ GLASS INSERT  (GRAIN BIN)
"DOWEL ROD / PLATE RACK ( MAX OPEN SIZE 12 3/8"" X 34 3/8"" )",D - OPTIONS,PLI,$8.80 ,,,"DOWEL ROD / PLATE RACK ( MAX OPEN SIZE 12 3/8"" X 34 3/8"" )"
DRAWERS APOTHECARY - FRICTION FIT,D - OPTIONS,  EA.,$66.00 ,,,DRAWERS APOTHECARY - FRICTION FIT
"        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" )",, ,   ,,,"        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" )"
"DOVE TAIL DRAWERS 4 1/2"" TALL UP TO 24"" WIDE","        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" ) - OPTIONS",  EA.,$106.00 ,,,DOVE TAIL DRAWERS
"DOVE TAIL DRAWERS TALLER SIDES TALL UP TO 24"" WIDE","        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" ) - OPTIONS",  EA.,$170.00 ,,,DOVE TAIL DRAWERS (TALLER SIDES)
"DOVE TAIL DRAWERS 4 1/2"" TALL OVER 24""  ","        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" ) - OPTIONS",  EA.,$137.00 ,,,DOVE TAIL DRAWERS (EXTRA WIDE)
"DOVE TAIL DRAWERS TALLER SIDES TALL OVER 24"" WIDE","        DOVE TAIL DRAWERS  ( MAX DEPTH 20"" ) - OPTIONS",  EA.,$221.00 ,,,DOVE TAIL DRAWERS (EXTRA HIGH & WIDE)
E,,   ,   ,X,,E
END PANEL / ISLAND LEG (STRAIGHT-TAPER),E - OPTIONS,  EA. ,$132.00 ,X,,END PANEL / ISLAND LEG (STRAIGHT-TAPER)
END PANEL (STRAIGHT OR SCALLOPED,E - OPTIONS,  EA. ,$110.00 ,X,,END PANEL (SCALLOPED)
END PANEL - FIN. STRAIGHT / STD BASE CAB.,E - OPTIONS,  EA.,$90.00 ,,,END PANEL 
F,,,   ,,,F
"FLUTES IN FRAME OR CLIP 3- 1/2"" WIDE",F - OPTIONS,  EA.,$110.00 ,X,,"FLUTES IN FRAME OR CLIP (3-1/2"" WIDE)"
FRAME & DOOR FRONTS ONLY,F - OPTIONS,  PSF,$31.60 ,X,,FRAME & DOOR FRONTS ONLY
FRAME ONLY,F - OPTIONS,  PSF,$14.10 ,,,FRAME ONLY
MIRROR ONLY          ,F - OPTIONS,  PSF,$13.50 ,,,MIRROR ONLY          
FALSE ROOF,F - OPTIONS,  PLI,$1.10 ,,,FALSE ROOF
G,,,   ,X,,G
GALLEY RAIL   ( CAPTAINS RAIL )  WOOD,G - OPTIONS,  PLF,$45.60 ,,,GALLEY RAIL (WOOD)  
GALLEY RAIL   -  BRASS,G - OPTIONS,  PLF,$57.60 ,,,GALLEY RAIL (BRASS)
"GLASS SHELVES  1/4""  BUFFED EDGES",G - OPTIONS,  PSF,$32.90 ,,,"GLASS SHELVES  1/4""  BUFFED EDGES"
"GLASS SHELVES  3/8"" PENCIL EDGES",G - OPTIONS,  PSF,$76.00 ,,,"GLASS SHELVES  3/8"" PENCIL EDGES"
"GLASS INLAYED SHELVES  TO 15""",G - OPTIONS,  PLI,$3.30 ,,,"GLASS INLAYED SHELVES  TO 15"""
"GLASS INLAYED SHELVES  TO 16"" TO 24""",G - OPTIONS,  PLI,$5.10 ,,,"GLASS INLAYED SHELVES  TO 16"" TO 24"""
GROMMETS / PLASTIC,G - OPTIONS,  EA.,$22.30 ,X,,GROMMETS / PLASTIC
GUN RACKS,G - OPTIONS,  PLI,$12.10 ,,,GUN RACKS
H,,,   ,,,H
"CONCEALED HINGES (BLUM) FOL, INSET, OR SOFT CLOSE",H - OPTIONS,  EA.,$9.25 ,,,BLUM HINGES
LONG ARM E-SOFT ,H - OPTIONS, EA, $-   ,,,CONCEALED HINGE (SOFT CLOSE)
HINGE  180 DEGREE CONCEALED,H - OPTIONS,  EA.,$42.00 ,,,HINGE  180 DEGREE CONCEALED
HINGE - LIFT LID,H - OPTIONS, SET,$60.00 ,,,HINGE - LIFT LID
HINGE - PIANO,H - OPTIONS,PLI,$1.50 ,,,HINGE - PIANO
HARDWARE UP-CHARGE       GROUP - B,H - OPTIONS,  EA.,$6.00 ,,,HARDWARE UP-CHARGE       GROUP - B
HARDWARE UP-CHARGE       GROUP - C,H - OPTIONS,  EA.,$12.00 ,,,HARDWARE UP-CHARGE       GROUP - C
HARDWARE UP-CHARGE       GROUP - D,H - OPTIONS,  EA.,$18.00 ,,,HARDWARE UP-CHARGE       GROUP - D
HAMPER - PULL OUT W/ VINYL BOX,H - OPTIONS,E.A.,$404.00 ,,,HAMPER - PULL OUT W/ VINYL BOX
I,,,   ,,,I
IRON AWAY BASIC UNIT           +  DOOR CHARGE,I -OPTIONS,  EA.,$980.00 ,,,IRON AWAY BASIC UNIT           +  DOOR CHARGE
IRONING BOARD DRAWER PULLOUT,I - OPTIONS,  EA.,$360.00 ,,,IRONING BOARD DRAWER PULLOUT
K,,,   ,X,,K
"KNEE DRAWER  HANGING ( MAX. HGT.  8 1/2""",K - OPTIONS,  PLI,$5.55 ,,,"KNEE DRAWER  HANGING ( MAX. HGT.  8 1/2"""
ANGLE SET UP CHARGE FOR ANGLE KNEE SPACE,K - OPTIONS,  EA.,$100.00 ,X,,ANGLE SET UP CHARGE FOR ANGLE KNEE SPACE
KNICK KNACK SHELVES  LOOSE,K - OPTIONS,  EA.,$22.30 ,X,,KNICK KNACK SHELVES  LOOSE
"KNICK KNACK SHELVES  UNIT W/BACK  30""",K - OPTIONS,  EA.,$142.00 ,X,,"KNICK KNACK SHELVES W/BACK  30"""
"KNICK KNACK SHELVES  UNIT W/BACK  36"" ",K - OPTIONS,  EA.,$166.00 ,X,,"KNICK KNACK SHELVES W/BACK  36"""
"KNICK KNACK SHELVES  UNIT W/BACK  42""",K - OPTIONS,  EA.,$186.00 ,,,"KNICK KNACK SHELVES W/BACK  42"""
KEY BOARD DROP DRAWER FRONT,K - OPTIONS,  EA.,$56.00 ,,,KEY BOARD DROP DRAWER FRONT
L,,,   ,,,L
LATCH    TOUCH LATCH,L - OPTIONS,  SET,$14.00 ,X,,TOUCH LATCH
LETTER SLOT   ( PIGEON HOLES ),L - OPTIONS,  PLI,$5.50 ,X,,LETTER SLOT   ( PIGEON HOLES )
"LID FINISHED WOOD    TO 13 1/4"" DEEP",L - OPTIONS,  PLI,$4.00 ,X,,"LID FINISHED WOOD    TO 13 1/4"" DEEP"
LID FINISHED WOOD   ( SEPARATE ),L - OPTIONS,  PLI,$4.00 ,,,LID FINISHED WOOD   ( SEPARATE )
LOCKS  DOOR OR DRAWER,L - OPTIONS,  EA.,$44.00 ,,,LOCKS  DOOR OR DRAWER
LIGHTS- FURNSSPOT  MINI-SWIVEL (BRASS),L - OPTIONS,  EA.,$54.00 ,,,LIGHTS- FURNSSPOT  MINI-SWIVEL (BRASS)
FULL ROUND ADAMS LEGS,L - OPTIONS,EA,$150.00 ,,,FULL ROUND ADAMS LEGS
HALF ROUND ADAMS LEGS,L - OPTIONS,EA,$75.00 ,,,HALF ROUND ADAMS LEGS
LEG CHASES IN BASE CABT,L - OPTIONS,EA,$106.00 ,,,LEG CHASES IN BASE CABT
ANGLED LEG CHASE IN BASE CABT,L - OPTIONS, EA,$150.00 ,,,ANGLED LEG CHASE IN BASE CABT
SMALL ADAMS FEET,L - OPTIONS,EA,$50.00 ,X,,SMALL ADAMS FEET
VALANCE APRON AT SNACK BAR ,L - OPTIONS, PLI,$2.76 ,,,VALANCE APRON AT SNACK BAR 
OUTSOURCE FULL ROUND LEGS,L - OPTIONS, EA.,$0.00 ,,,OUTSOURCE FULL ROUND LEGS
OUTSOURCE HALF ROUND LEGS,L - OPTIONS, EA.,$0.00 ,,,OUTSOURCE HALF ROUND LEGS
OUTSOURCE SMALL FEET,L - OPTIONS, EA.,$0.00 ,,,OUTSOURCE SMALL FEET
M,, ,   ,X,,M
MANTEL BASIC SHELF,M - OPTIONS,  PLI,$10.90 ,X,,MANTEL (BASIC)
MANTEL / FULL FIREPLACE- + MANTEL COST,M - OPTIONS,  PSF,$51.00 ,X,,FIREPLACE SURROUND FOOTAGE
MICROWAVE SUSPENDED BOX,M - OPTIONS,  EA.,$296.00 ,,,MICROWAVE SUSPENDED BOX
"MIRROR 1/8"" MIRROR ONLY",M - OPTIONS,PSF,$13.50 ,,,"MIRROR 1/8"" MIRROR ONLY"
MIXER SHELF PULL UP -(FULL HEIGHT DOOR),M - OPTIONS,  EA.,$330.00 ,,,MIXER SHELF PULL UP (FULL HEIGHT DOOR)
MOLDINGS  ,,,   ,X,,MOLDINGS  
BASE SHOE,MOLDINGS - OPTIONS,  PLF,$3.36 ,X,,BASE SHOE
"BASE MOULDING 3 1/2"" TALL",MOLDINGS - OPTIONS, PLF,$13.92 ,X,,"BASE MOULDING 3 1/2"" TALL"
"BULLNOSE 3/4""",MOLDINGS - OPTIONS,PLF,$6.50 ,X,,"BULLNOSE 3/4"""
"COVE MOLDING 3/4"" X 3/4"" PLAIN OR REVERSE",MOLDINGS - OPTIONS,  PLF,$5.52 ,X,,"COVE MOLDING 3/4"" X 3/4"" PLAIN OR REVERSE"
"CROWN   1 5/8""       MOLDING",MOLDINGS - OPTIONS,  PLF,$8.16 ,X,,"CROWN   1 5/8""  MOLDING"
"CROWN   2 5/8""       MOLDING",MOLDINGS - OPTIONS,  PLF,$13.68 ,X,,"CROWN   2 5/8""  MOLDING"
"CROWN   3 5/8""       MOLDING",MOLDINGS - OPTIONS,  PLF,$14.64 ,X,,"CROWN   3 5/8""  MOLDING"
"CROWN   4 1/4""       MOLDING",MOLDINGS - OPTIONS,  PLF,$15.84 ,X,,"CROWN   4 1/4""  MOLDING"
"CROWN   4 1/4""       W / SPLINE",MOLDINGS - OPTIONS,PLF,$18.00 ,X,,"CROWN   4 1/4""  W / SPLINE"
APPLIED MOLDINGS / PER MITER,MOLDINGS - OPTIONS,EA,$32.00 ,X,,APPLIED MOLDINGS / PER MITER
"DENTAL TRIM  1/2"" X 3/8"" X 3/8""",MOLDINGS - OPTIONS,  PLF,$12.00 ,X,,"DENTAL TRIM  1/2"" X 3/8"" X 3/8"""
"FLUTED RAIL3 1/2""X1/2"" ATTACHED OR LOOSE",MOLDINGS - OPTIONS,  PLF,$33.12 ,X,,"FLUTED RAIL3 1/2""X1/2"" ATTACHED OR LOOSE"
"FURNITURE BASE  3 1/2"" X 3/4""",MOLDINGS - OPTIONS,PLF,$14.40 ,X,,"FURNITURE BASE  3 1/2"" X 3/4"""
"KEYSTONE (ROUTED OR PLAIN) 6 TO 12"" TALL",MOLDINGS - OPTIONS,EA,$66.00 ,X,,"KEYSTONE (ROUTED OR PLAIN) 6 TO 12"" TALL"
"MINI KEYSTONE (ROUTED OR PLAIN) UP TO 6"" TALL",MOLDINGS - OPTIONS, EA,$44.00 ,X,,"MINI KEYSTONE (ROUTED OR PLAIN) UP TO 6"" TALL"
"LATTICE  1/4"" X 2""",MOLDINGS - OPTIONS,  PLF,$7.68 ,X,,"LATTICE  1/4"" X 2"""
"LATTICE  1/4"" X 3 1/2""",MOLDINGS - OPTIONS,  PLF,$9.60 ,X,,"LATTICE  1/4"" X 3 1/2"""
LIGHT RAIL,MOLDINGS - OPTIONS,PLF,$6.72 ,X,,LIGHT RAIL
"OUTSIDE CORNER BEAD~1/4"" THICK x 1""x1""",MOLDINGS - OPTIONS,PLF,$12.00 ,X,,"OUTSIDE CORNER BEAD~1/4"" THICK x 1""x1"""
"OUTSIDE CORNER BEAD~1/4"" THICK x 2""x2""",MOLDINGS - OPTIONS,PLF,$17.00 ,X,,"OUTSIDE CORNER BEAD~1/4"" THICK x 2""x2"""
"PLINTH BLOCKS    10 1/2"" TALL",MOLDINGS - OPTIONS,  EA.,$66.00 ,X,,"PLINTH BLOCKS    10 1/2"" TALL"
"PLINTH BLOCKS    TRADITIONAL    4 1/4"" X 4 1/4"" ",MOLDINGS - OPTIONS,  EA.,$44.00 ,X,,"PLINTH BLOCKS    TRADITIONAL    4 1/4"" X 4 1/4"" "
PLINTH BLOCKS    COLONIAL SHAPED,MOLDINGS - OPTIONS,  EA.,$56.00 ,X,,PLINTH BLOCKS    COLONIAL SHAPED
ROSETTE  PLANTS,MOLDINGS - OPTIONS,  EA.,$11.14 ,X,,ROSETTE  PLANTS
SCRIBE MOLDING,MOLDINGS - OPTIONS,  PLF,$3.36 ,X,,SCRIBE MOLDING
STOP MOLDING,MOLDINGS - OPTIONS,  PLF,$6.72 ,X,,STOP MOLDING
"1 3/4"" X 3/4  STOCK",MOLDINGS - OPTIONS,  PLF,$6.72 ,X,,"1 3/4"" X 3/4  STOCK"
"2 1/2"" X 3 4"" STOCK",MOLDINGS - OPTIONS,  PLF,$8.64 ,X,,"2 1/2"" X 3 4"" STOCK"
"3 1/2"" X 3/4"" STOCK",MOLDINGS - OPTIONS,  PLF,$10.80 ,X,,"3 1/2"" X 3/4"" STOCK"
"4 1/2"" X 3/4"" STOCK",MOLDINGS - OPTIONS,  PLF,$13.20 ,X,,"4 1/2"" X 3/4"" STOCK"
"5 1/2"" X 3/4"" STOCK",MOLDINGS - OPTIONS,  PLF,$15.36 ,X,,"5 1/2"" X 3/4"" STOCK"
"6 1/2"" X 3/4"" STOCK",MOLDINGS - OPTIONS,  PLF,$17.28 ,X,,"6 1/2"" X 3/4"" STOCK"
"7 1/2"" X 3/4"" STOCK",MOLDINGS - OPTIONS,  PLF,$19.68 ,X,,"7 1/2"" X 3/4"" STOCK"
"ROPE MOLDING   1""  /  HALF ROUND",MOLDINGS - OPTIONS,  PLF,$6.72 ,X,,"ROPE MOLDING   1""  /  HALF ROUND"
"WALL CAP, WAINSCOTT",MOLDINGS - OPTIONS,PLF,$8.60 ,,,"WALL CAP, WAINSCOTT"
P,,,   ,,,P
POCKET DOORS-BASIC SETUP      2 - DOORS,P - OPTIONS,2-DOORS,$464.00 ,,,POCKET DOORS (2 DOORS)
POCKET DOORS-BASIC SETUP      1 - DOOR,P - OPTIONS,1-DOOR,$360.00 ,,,POCKET DOORS (1 DOOR)
POCKET DOOR SETUP/2 W/ PARTITIONS.& 1 SHELF,P - OPTIONS,2-DOORS,$670.00 ,,,POCKET DOORS WITH DVD/DVR SHELF
POCKET DOOR SETUP/1 W/ PARTITIONS.& 1 SHELF,P - OPTIONS,1-DOOR,$464.00 ,X,,POCKET DOOR WITH DVD/DVR SHELF
PIGEON HOLES   /   LETTER SLOTS,P - OPTIONS,  PLI,$5.50 ,,,PIGEON HOLES/LETTER SLOTS
PIANO HINGE,P - OPTIONS,  PLI,$1.60 ,X,,PIANO HINGE
PLATE RACK,P - OPTIONS,  PLI,$8.80 ,X,,PLATE RACK
PANELS D.W / TRASH / BAR REF. GRP-I TO III,P - OPTIONS,   EA,$86.00 ,X,,SMALL APPLIANCE PANELS (GRP I TO III)
PANELS D.W / TRASH / BAR REF GRP-IV TO V,P - OPTIONS,   EA,$132.00 ,X,,SMALL APPLIANCE PANELS (GRP IV TO V)
PANELS D.W / TRASH / BAR REF   M.D.F,P - OPTIONS,   EA,$110.00 ,X,,SMALL APPLIANCE PANELS (MDF)
PANELS REF & FREEZER   GROUP  I - III,P - OPTIONS,  PSF,$24.00 ,X,,LARGE APPLIANCE PANELS (GRP I TO III)
PANELS REF & FREEZER   GROUP  IV - V,P - OPTIONS,  PSF,$34.00 ,X,,LARGE APPLIANCE PANELS (GRP IV TO V)
PANELS REF & FREEZER   M.D.F.,P - OPTIONS,  PSF,$24.00 ,X,,LARGE APPLIANCE PANELS (MDF)
PANELS REF & FREEZER   SUB ZERO OVERLAY ,P - OPTIONS,  PSF,$38.00 ,,,LARGE APPLIANCE PANELS (SUB-ZERO)
R,,,   ,,,R
"RADIUS 6"" UPPER OR BASE END ",R - OPTIONS,   EA,$760.00 ,,,"RADIUS 6"" UPPER OR BASE END "
RADIUS DOOR ON UPPER CABINET,R - OPTIONS,   EA, $-   ,,,RADIUS DOOR ON UPPER CABINET            
RADIUS DOOR ON BASE CABINET,R - OPTIONS,   EA, $-   ,,,RADIUS DOOR ON BASE CABINET               
"RADIUS OPEN SHELF IN TALL UNIT  ( 24"" X 24"" )",R - OPTIONS,   EA,$870.00 ,,,"RADIUS OPEN SHELF IN TALL UNIT  ( 24"" X 24"" )"
RADIUS OPEN SHELF IN BASE CABINET,R - OPTIONS,   EA,$360.00 ,,,RADIUS OPEN SHELF IN BASE CABINET
"ROLL OUT SHELVES  UP TO  24""   ",R - OPTIONS,   EA,$83.80 ,,,"ROLL OUT SHELVES  UP TO  24""   "
"ROLL OUT SHELVES  OVER 24""",R - OPTIONS,   EA,$127.80 ,,,"ROLL OUT SHELVES  OVER 24"""
ROLL OUT BOTTLE RACK   --  PLUS ROLL OUT,R - OPTIONS,   EA,$142.00 ,,,ROLL OUT BOTTLE RACK (PLUS ROLL OUT)
ROLL OUT A / V TAPE DIVIDER - + ROLL OUT,R - OPTIONS,   EA,$142.00 ,,,ROLL OUT A/V TAPE DIVIDER (PLUS ROLL OUT)
S,,,   ,,,S
SHELF MIXER PULL UP ( FULL HEIGHT DOOR ),S - OPTIONS,   EA,$330.00 ,,,SHELF MIXER PULL UP ( FULL HEIGHT DOOR )
SHELVES ADJUSTABLE IN BASE CABINET,S - OPTIONS,  PLI,$0.90 ,X,,ADJUSTABLE SHELVES IN BASE CABINETS
SHELF EXTRA BASE CABINET SHELVES,S - OPTIONS,  PLI,$0.66 ,X,,EXTRA BASE CABINET SHELVES
SHELF FINISHED BASE SHELVES,S - OPTIONS,  PLI,$3.28 ,X,,FINISHED BASE SHELVES
SHELF FINISHED UPPER SHELVES,S - OPTIONS,  PLI,$1.74 ,X,,FINISHED UPPER SHELVES
"APPLIED DROP FACE TO FINISHED SHELVES(UP TO 1-3/4"")",S - OPTIONS,PLI,$0.52 ,X,,"APPLIED DROP FACE TO FINISHED SHELVES (UP TO 1-3/4"")"
"SPINDLES - 1/2"" SPINDLES ADDED TO CABINET FACE",S - OPTIONS,PR.,$160.00 ,,,"SPINDLES - 1/2"" SPINDLES ADDED TO CABINET FACE"
"SPICE RACK, PULL OUT~INCLUDES HD SLIDES",S - OPTIONS,EA.,$360.00 ,,,"SPICE RACK, PULL OUT~INCLUDES HD SLIDES"
"SPICE RACK, IN DOOR",S - OPTIONS,   EA,$142.00 ,,,"SPICE RACK, IN DOOR"
SPICE RACK IN DRAWER   ( PLASTIC ),S - OPTIONS,   EA,$76.00 ,X,,SPICE RACK IN DRAWER (PLASTIC)
STEMWARE RACK,S - OPTIONS,  PLI,$5.50 ,,,STEMWARE RACK
T,,,   ,X,,T
TOE KICK SOLID RAIL AND PATTERN CUT OUT,T - OPTIONS,  PLI,$2.76 ,X,,TOE KICK SOLID RAIL AND PATTERN CUT OUT
TOE KICK PATTERN CUT OUT IN LOOSE BASEBOARD,T - OPTIONS,  PLI,$3.92 ,X,,TOE KICK PATTERN CUT OUT IN LOOSE BASEBOARD
"TOE KICK  1/4"" X 4""",T - OPTIONS,  PLI,$0.86 ,,,"TOE KICK  1/4"" X 4"""
STAINLESS PLAST LAMINATE TOE,T - OPTIONS,PLI,$1.00 ,X,,STAINLESS PLASTIC LAMINATE TOE
TOE / VALANCE WITH BULL NOSE,T - OPTIONS,  PLI,$4.46 ,,,TOE/VALANCE WITH BULL NOSE
"TRAY DIVIDER  -  UP TO 18"" WIDE",T - OPTIONS,   EA,$88.00 ,,,"TRAY DIVIDER (UP TO 18"" WIDE)"
"DIVIDERS IN UPPERS, PRICE AS TRAY DIV. ADD 15% PLASTIC",T - OPTIONS,   EA,$30.00 ,,,DIVIDERS IN UPPERS
TV. PULL OUT & SWIVEL,T - OPTIONS,   EA,$328.00 ,,,TV. PULL OUT & SWIVEL
TRASH BASKET WIRE,T - OPTIONS,   EA,$110.00 ,,,TRASH BASKET (WIRE)
TRASH DRAWER   1 - CAN,T - OPTIONS,   EA,$360.00 ,,,TRASH DRAWER   (1 CAN)
TRASH DRAWER   2 - CANS,T - OPTIONS,   EA,$404.00 ,X,,TRASH DRAWER   (2 CAN)
TUB FRONT PANEL,T - OPTIONS,SQ FT,$41.00 ,,,TUB FRONT PANEL
V,,,   ,X,,V
VALANCE SCALLOP / SCROLLED / ARCHED,V - OPTIONS,  PLI,$2.00 ,X,,"VALANCE (SCALLOP, SCROLLED, ARCHED)"
VALANCE  W / BULL NOSE   ( D ),V - OPTIONS,  PLI,$3.80 ,X,,VALANCE  W / BULL NOSE   ( D )
VALANCE WITH FINISHED LID,V - OPTIONS,  PLI,$3.80 ,X,,VALANCE WITH FINISHED LID
"BOX VALANCE W/ SIDES TO 6"" TALL",V - OPTIONS, PLI,$2.00 ,X,,"BOX VALANCE W/ SIDES TO 6"" TALL"
"BOX  VALANCE W/ SIDES TO 12"" TALL",V - OPTIONS, PLI,$3.00 ,X,,"BOX  VALANCE W/ SIDES TO 12"" TALL"
"BOX VALANCE W/ SIDES TO 18"" TALL",V - OPTIONS, PLI,$4.00 ,X,,"BOX VALANCE W/ SIDES TO 18"" TALL"
"COUNTRY ENGLISH VALANCE 86"" / PATTERN LENGTH - 46 1/4""",V - OPTIONS,   EA,$284.00 ,X,,"COUNTRY ENGLISH VALANCE 86"" / PATTERN LENGTH - 46 1/4"""
"COUNTRY ENGLISH VALANCE 49"" / PATTERN LENGTH - 31 1/4""",V - OPTIONS,   EA,$152.00 ,X,,"COUNTRY ENGLISH VALANCE 49"" / PATTERN LENGTH - 31 1/4"""
"COUNTRY ENGLISH VALANCE 37"" / PATTERN LENGTH - 16 7/16""",V - OPTIONS,   EA,$142.00 ,X,,"COUNTRY ENGLISH VALANCE 37"" / PATTERN LENGTH - 16 7/16"""
"COUNTRY ENGLISH VALANCE 25"" / PATTERN LENGTH - 9""",V - OPTIONS,   EA,$142.00 ,X,,"COUNTRY ENGLISH VALANCE 25"" / PATTERN LENGTH - 9"""
"VENEER PANEL 48 X 96 X 3/4"" (FIN)",V - OPTIONS,   EA,$306.00 ,X,,"VENEER PANEL 48 X 96 X 3/4"" (FIN)"
"VENEER PANEL 3/4"" THICK ODD SIZE (FIN)",V - OPTIONS,PSF,$17.00 ,X,,"VENEER PANEL 3/4"" THICK ODD SIZE (FIN)"
"VENEER PANEL 48 X 96 X 1/4"" (FIN)",V - OPTIONS,   EA,$208.00 ,X,,"VENEER PANEL 48 X 96 X 1/4"" (FIN)"
"VENEER PANEL 1/4"" THICK ODD SIZE (FIN)",V - OPTIONS,PSF,$11.00 ,,,"VENEER PANEL 1/4"" THICK ODD SIZE (FIN)"
W,,,   ,,,W
"WICKER BASKETS W/ WOOD SLIDES, INCLUDES FIN INTERIOR",W - OPTIONS,   EA,$250.00 ,X,,"WICKER BASKETS W/ WOOD SLIDES, INCLUDES FIN INTERIOR"
WAINSCOT WALL PANEL RP (CENT ONLY),W - OPTIONS,PSF,$41.00 ,X,,WAINSCOT WALL PANEL (RAISED PANEL)
WAINSCOT WALL PANEL FP (BRITT ONLY),W - OPTIONS, PSF,$36.00 ,X,,WAINSCOT WALL PANEL (FLAT PANEL)
"WOOD HOODS 30"" TO 42"" X 36"" TALL (BLOWER NOT INCLUDED)",W - OPTIONS,   EA,"$2,070.00 ",X,,"WOOD HOODS 30"" TO 42"" X 36"" TALL (BLOWER NOT INCLUDED)"
"WOOD PENINSULA HOOD ( 3-SIDED ) 36"" TO 48"" X 36""",W - OPTIONS,   EA,"$3,270.00 ",X,,"WOOD PENINSULA HOOD ( 3-SIDED ) 36"" TO 48"" X 36"""
"WOOD ISLAND HOOD ( 4-SIDED ) 36"" TO 48"" X 36""",W - OPTIONS,   EA,"$3,600.00 ",X,,"WOOD ISLAND HOOD ( 4-SIDED ) 36"" TO 48"" X 36"""
"WOOD HOOD BASIC UNIT TO 25"" DEEP X 42"" TALL",W - OPTIONS, PLI,$14.60 , X ,,"WOOD HOOD BASIC UNIT TO 25"" DEEP X 42"" TALL"
"WOOD HOOD BASIC UNIT TO 25"" DEEP X 84"" TALL",W - OPTIONS, PLI,$24.10 ,X,,"WOOD HOOD BASIC UNIT TO 25"" DEEP X 84"" TALL"
LIVE PANEL FRONT AT WOOD HOOD,W - OPTIONS, PSF,$51.00 ,X,,LIVE PANEL FRONT AT WOOD HOOD
MANTLE BASIC SHELF,W - OPTIONS, PLI,$10.90 ,,,MANTLE BASIC SHELF
"SPICE RACK PULLOUT, INCLUDES HD SLIDES",W - OPTIONS,  EA.,$360.00 ,X,,"SPICE RACK PULLOUT, INCLUDES HD SLIDES"
ROMAR CORBAL AT WOOD HOOD,W - OPTIONS, EA.,$54.00 ,,,ROMAR CORBAL AT WOOD HOOD
OUTSOURCE CORBAL AT WOOD HOOD,W - OPTIONS, EA.,$0.00 ,,,OUTSOURCE CORBAL AT WOOD HOOD
OUTSOURCE ONLAY AT WOOD HOOD,W - OPTIONS, EA.,$0.00 ,X,,OUTSOURCE ONLAY AT WOOD HOOD
LIVE PANEL ENDS AT WOOD HOOD,W - OPTIONS, PSF,$41.00 ,,,LIVE PANEL ENDS AT WOOD HOOD
ANGLED FRONT (SQUARE LEANED BACK),W - OPTIONS, EA,$300.00 ,,,ANGLED FRONT (SQUARE LEANED BACK)
ANGLED FRONT (TRAPAZOID),W - OPTIONS, EA,$450.00 ,,,ANGLED FRONT (TRAPAZOID)
ANGLED SIDES,W - OPTIONS, EA,$300.00 ,,,ANGLED SIDES
STAINLESS LAM FLOOR IN HOOD,W - OPTIONS, PSF,$36.00 ,X,,STAINLESS LAM FLOOR IN HOOD
"WINE CELLAR CASES TO 12 1/4"" DEEP",W - OPTIONS,PSF,$74.00 ,X,,"WINE CELLAR CASES TO 12 1/4"" DEEP"
"WINE CELLAR CASES TO 24"" DEEP",W - OPTIONS,PSF,$94.00 ,X,,"WINE CELLAR CASES TO 24"" DEEP"
"WINE RACK-CRISS CROSS, INCLUDES FIN INT",W - OPTIONS,  PSF,$94.00 ,X,,"WINE RACK-CRISS CROSS, INCLUDES FIN INT"
WINE RACK BOTTLE SHELF  /  TILTED,W - OPTIONS,  PLI,$5.10 ,,,WINE RACK BOTTLE SHELF  /  TILTED
WIRE BASKET PULL OUT TRASH,W - OPTIONS,   EA,$110.00 ,,,WIRE BASKET PULL OUT TRASH
FIELD SCRIBE AT WOOD TOP,W - OPTIONS, EA,$450.00 ,X,,FIELD SCRIBE AT WOOD TOP
"WOOD TOP FINISHED (AT BASE) TO 25"" DEEP",W - OPTIONS,  PLI,$4.80 ,X,,"WOOD TOP (TO 25"" DEEP)"
